11018,32,AW00011018,NULL,"Rai, Clarence D",Clarence,D,Rai,06/10/1955,S,NULL,M,clarence32@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,1 (11) 500 555-0137,17/01/2011,5-10 Miles
11019,52,AW00011019,NULL,"Lal, Luke L",Luke,L,Lal,04/09/1983,S,NULL,M,luke18@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,262-555-0112,12/02/2013,5-10 Miles
11020,53,AW00011020,NULL,"King, Jordan C",Jordan,C,King,19/03/1984,S,NULL,M,jordan73@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,550-555-0163,29/12/2012,1-2 Miles
11021,536,AW00011021,NULL,"Wilson, Destiny",Destiny,NULL,Wilson,02/03/1984,S,NULL,F,destiny7@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,622-555-0158,23/01/2013,1-2 Miles
11022,609,AW00011022,NULL,"Zhang, Ethan G",Ethan,G,Zhang,10/04/1984,M,NULL,M,ethan20@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,589-555-0185,20/01/2013,5-10 Miles
11023,298,AW00011023,NULL,"Edwards, Seth M",Seth,M,Edwards,09/04/1984,M,NULL,M,seth46@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,452-555-0188,17/02/2013,1-2 Miles
11024,311,AW00011024,NULL,"Xie, Russell",Russell,NULL,Xie,16/03/1984,M,NULL,M,russell7@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,746-555-0186,27/06/2013,5-10 Miles
11025,24,AW00011025,NULL,"Beck, Alejandro",Alejandro,NULL,Beck,22/06/1951,M,NULL,M,alejandro45@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,1 (11) 500 555-0178,06/01/2011,1-2 Miles
11026,4,AW00011026,NULL,"Sai, Harold",Harold,NULL,Sai,01/10/1951,S,NULL,M,harold3@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,1 (11) 500 555-0131,23/01/2011,1-2 Miles
11027,40,AW00011027,NULL,"Zhao, Jessie R",Jessie,R,Zhao,05/06/1952,M,NULL,M,jessie16@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,1 (11) 500 555-0184,16/01/2011,5-10 Miles
11028,17,AW00011028,NULL,"Jimenez, Jill",Jill,NULL,Jimenez,09/10/1951,M,NULL,F,jill13@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,1 (11) 500 555-0116,26/01/2011,1-2 Miles
11029,32,AW00011029,NULL,"Moreno, Jimmy L",Jimmy,L,Moreno,19/06/1952,M,NULL,M,jimmy9@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,1 (11) 500 555-0146,19/01/2011,1-2 Miles
11030,28,AW00011030,NULL,"Yuan, Bethany G",Bethany,G,Yuan,18/02/1958,M,NULL,F,bethany10@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,1 (11) 500 555-0182,05/02/2011,1-2 Miles
11031,8,AW00011031,NULL,"Ramos, Theresa G",Theresa,G,Ramos,18/02/1953,M,NULL,F,theresa13@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1 (11) 500 555-0195,01/02/2011,1-2 Miles
11032,35,AW00011032,NULL,"Stone, Denise",Denise,NULL,Stone,08/12/1952,M,NULL,F,denise10@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1 (11) 500 555-0169,18/02/2011,1-2 Miles
11033,9,AW00011033,NULL,"Nath, Jaime",Jaime,NULL,Nath,19/09/1958,M,NULL,M,jaime41@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1 (11) 500 555-0137,15/02/2011,5-10 Miles
11034,12,AW00011034,NULL,"Gonzalez, Ebony",Ebony,NULL,Gonzalez,16/12/1952,M,NULL,F,ebony19@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,1 (11) 500 555-0136,01/02/2011,5-10 Miles
11035,33,AW00011035,NULL,"Dominguez, Wendy",Wendy,NULL,Dominguez,23/08/1953,M,NULL,F,wendy12@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,1 (11) 500 555-0177,06/02/2011,1-2 Miles
11036,343,AW00011036,NULL,"Russell, Jennifer C",Jennifer,C,Russell,16/06/1984,M,NULL,F,jennifer93@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,115-555-0183,22/01/2013,1-2 Miles
11037,49,AW00011037,NULL,"Garcia, Chloe M",Chloe,M,Garcia,27/05/1983,S,NULL,F,chloe27@adventure-works.com,40000,0,0,Partial High School,Clerical,0,2,229-555-0112,20/01/2013,5-10 Miles
11038,6,AW00011038,NULL,"Hernandez, Diana F",Diana,F,Hernandez,20/09/1953,M,NULL,F,diana2@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,1 (11) 500 555-0114,07/02/2011,5-10 Miles
11039,19,AW00011039,NULL,"Martin, Marc J",Marc,J,Martin,16/06/1954,M,NULL,M,marc3@adventure-works.com,30000,3,0,Partial College,Clerical,1,2,1 (11) 500 555-0183,07/02/2011,5-10 Miles
11040,642,AW00011040,NULL,"Murphy, Jesse",Jesse,NULL,Murphy,29/01/1983,M,NULL,M,jesse15@adventure-works.com,30000,0,0,Partial College,Skilled Manual,1,2,961-555-0176,03/04/2013,1-2 Miles
11041,325,AW00011041,NULL,"Carter, Amanda M",Amanda,M,Carter,15/04/1983,M,NULL,F,amanda53@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,295-555-0145,14/01/2013,1-2 Miles
11042,338,AW00011042,NULL,"Sanchez, Megan J",Megan,J,Sanchez,11/12/1982,M,NULL,F,megan28@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,404-555-0199,21/01/2013,0-1 Miles
11043,325,AW00011043,NULL,"Simmons, Nathan M",Nathan,M,Simmons,23/08/1981,M,NULL,M,nathan11@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,296-555-0181,08/05/2013,5-10 Miles
11044,25,AW00011044,NULL,"Flores, Adam L",Adam,L,Flores,21/11/1954,M,NULL,M,adam10@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,1 (11) 500 555-0163,28/02/2011,1-2 Miles
11045,8,AW00011045,NULL,"Nara, Leonard G",Leonard,G,Nara,16/11/1955,S,NULL,M,leonard18@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,1 (11) 500 555-0151,10/04/2013,1-2 Miles
11046,6,AW00011046,NULL,"Yuan, Christine",Christine,NULL,Yuan,19/09/1955,M,NULL,F,christine4@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,1 (11) 500 555-0113,06/02/2011,5-10 Miles
11047,34,AW00011047,NULL,"Lu, Jaclyn D",Jaclyn,D,Lu,27/08/1955,M,NULL,F,jaclyn12@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,1 (11) 500 555-0137,03/02/2011,1-2 Miles
11048,39,AW00011048,NULL,"Powell, Jeremy",Jeremy,NULL,Powell,21/05/1956,M,NULL,M,jeremy26@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,1 (11) 500 555-0183,10/02/2011,5-10 Miles
11049,307,AW00011049,NULL,"Rai, Carol C",Carol,C,Rai,15/01/1986,S,NULL,F,carol8@adventure-works.com,40000,0,0,Partial High School,Clerical,1,2,654-555-0180,09/03/2013,5-10 Miles
11050,31,AW00011050,NULL,"Zheng, Alan",Alan,NULL,Zheng,06/03/1957,M,NULL,M,alan23@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,1 (11) 500 555-0135,20/02/2011,5-10 Miles
11051,21,AW00011051,NULL,"Johnson, Daniel",Daniel,NULL,Johnson,31/01/1957,S,NULL,M,daniel18@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,1 (11) 500 555-0155,29/12/2013,1-2 Miles
11052,8,AW00011052,NULL,"Lopez, Heidi",Heidi,NULL,Lopez,03/02/1957,S,NULL,F,heidi19@adventure-works.com,40000,2,0,Partial College,Clerical,0,2,1 (11) 500 555-0168,17/02/2011,5-10 Miles
11053,359,AW00011053,NULL,"Price, Ana E",Ana,E,Price,17/02/1986,M,NULL,F,ana0@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,859-555-0113,17/01/2013,1-2 Miles
11054,34,AW00011054,NULL,"Munoz, Deanna",Deanna,NULL,Munoz,07/09/1957,M,NULL,F,deanna33@adventure-works.com,40000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0192,03/02/2011,5-10 Miles
11055,22,AW00011055,NULL,"Raje, Gilbert",Gilbert,NULL,Raje,02/09/1957,M,NULL,M,gilbert35@adventure-works.com,40000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0129,31/01/2011,5-10 Miles
11056,10,AW00011056,NULL,"Nath, Michele L",Michele,L,Nath,01/10/1958,M,NULL,F,michele19@adventure-works.com,40000,3,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0178,26/02/2011,5-10 Miles
11057,5,AW00011057,NULL,"Andersen, Carl J",Carl,J,Andersen,07/04/1970,M,NULL,M,carl12@adventure-works.com,70000,2,0,Graduate Degree,Management,1,2,1 (11) 500 555-0181,22/02/2011,1-2 Miles
11058,29,AW00011058,NULL,"Diaz, Marc",Marc,NULL,Diaz,23/04/1965,M,NULL,M,marc6@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0149,09/03/2011,1-2 Miles
11059,27,AW00011059,NULL,"Andersen, Ashlee J",Ashlee,J,Andersen,29/09/1959,S,NULL,F,ashlee19@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0112,18/02/2013,5-10 Miles
11060,40,AW00011060,NULL,"Zhou, Jon L",Jon,L,Zhou,14/09/1959,M,NULL,M,jon28@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0174,19/03/2011,5-10 Miles
11061,23,AW00011061,NULL,"Gao, Todd M",Todd,M,Gao,20/02/1976,M,NULL,M,todd14@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,1 (11) 500 555-0191,13/03/2011,5-10 Miles
11062,547,AW00011062,NULL,"Powell, Noah D",Noah,D,Powell,01/03/1981,M,NULL,M,noah5@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,767-555-0113,07/01/2013,5-10 Miles
11063,634,AW00011063,NULL,"Murphy, Angela",Angela,NULL,Murphy,04/10/1980,S,NULL,F,angela41@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,451-555-0162,12/01/2013,5-10 Miles
11064,315,AW00011064,NULL,"Reed, Chase",Chase,NULL,Reed,05/06/1981,M,NULL,M,chase21@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,892-555-0184,25/01/2013,5-10 Miles
11065,331,AW00011065,NULL,"Henderson, Jessica",Jessica,NULL,Henderson,08/04/1979,M,NULL,F,jessica29@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,278-555-0186,10/02/2013,1-2 Miles
11066,543,AW00011066,NULL,"Butler, Grace T",Grace,T,Butler,27/05/1979,M,NULL,F,grace62@adventure-works.com,70000,0,0,Partial College,Professional,1,2,712-555-0141,31/05/2013,5-10 Miles
11067,632,AW00011067,NULL,"Carter, Caleb F",Caleb,F,Carter,25/03/1982,S,NULL,M,caleb40@adventure-works.com,60000,0,0,Partial College,Professional,1,2,944-555-0167,18/08/2013,5-10 Miles
11068,40,AW00011068,NULL,"Liang, Tiffany",Tiffany,NULL,Liang,19/09/1966,S,NULL,F,tiffany17@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,1 (11) 500 555-0177,30/04/2013,5-10 Miles
11069,23,AW00011069,NULL,"Navarro, Carolyn",Carolyn,NULL,Navarro,17/09/1966,S,NULL,F,carolyn30@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,1 (11) 500 555-0145,17/04/2011,1-2 Miles
11070,39,AW00011070,NULL,"Raji, Willie T",Willie,T,Raji,02/10/1960,M,NULL,M,willie40@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,1 (11) 500 555-0151,28/04/2011,5-10 Miles
11071,24,AW00011071,NULL,"Serrano, Linda",Linda,NULL,Serrano,23/12/1960,S,NULL,F,linda31@adventure-works.com,80000,2,0,High School,Skilled Manual,1,2,1 (11) 500 555-0130,01/03/2013,5-10 Miles
11072,17,AW00011072,NULL,"Luo, Casey",Casey,NULL,Luo,05/08/1960,S,NULL,F,casey6@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,1 (11) 500 555-0125,31/03/2011,1-2 Miles
11073,16,AW00011073,NULL,"Ye, Amy",Amy,NULL,Ye,11/02/1962,S,NULL,F,amy16@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,1 (11) 500 555-0185,23/03/2013,5-10 Miles
11074,28,AW00011074,NULL,"Arun, Levi A",Levi,A,Arun,25/02/1962,S,NULL,M,levi6@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,1 (11) 500 555-0127,23/03/2013,5-10 Miles
11075,32,AW00011075,NULL,"Jimenez, Felicia L",Felicia,L,Jimenez,16/05/1963,S,NULL,F,felicia4@adventure-works.com,80000,2,0,High School,Professional,1,2,1 (11) 500 555-0165,28/04/2011,5-10 Miles
11076,19,AW00011076,NULL,"Anderson, Blake",Blake,NULL,Anderson,10/01/1963,S,NULL,M,blake9@adventure-works.com,80000,2,0,High School,Professional,1,2,1 (11) 500 555-0113,21/04/2011,5-10 Miles
11077,36,AW00011077,NULL,"Ye, Leah",Leah,NULL,Ye,19/03/1963,S,NULL,F,leah7@adventure-works.com,80000,2,0,High School,Professional,0,2,1 (11) 500 555-0154,15/04/2011,1-2 Miles
11078,49,AW00011078,NULL,"Martin, Gina E",Gina,E,Martin,06/01/1985,S,NULL,F,gina1@adventure-works.com,40000,0,0,High School,Professional,0,2,196-555-0114,15/02/2013,1-2 Miles
11079,34,AW00011079,NULL,"Gonzalez, Donald",Donald,NULL,Gonzalez,07/03/1970,S,NULL,M,donald20@adventure-works.com,160000,0,0,Graduate Degree,Management,1,2,1 (11) 500 555-0137,15/03/2013,0-1 Miles
11080,30,AW00011080,NULL,"Chander, Damien",Damien,NULL,Chander,13/01/1965,M,NULL,M,damien32@adventure-works.com,170000,0,0,Graduate Degree,Management,1,2,1 (11) 500 555-0111,10/04/2011,0-1 Miles
11081,311,AW00011081,NULL,"Baker, Savannah C",Savannah,C,Baker,21/01/1972,M,NULL,F,savannah39@adventure-works.com,120000,2,2,Bachelors,Management,1,3,478-555-0117,12/02/2013,2-5 Miles
11082,322,AW00011082,NULL,"Butler, Angela L",Angela,L,Butler,01/02/1972,S,NULL,F,angela17@adventure-works.com,130000,0,1,Graduate Degree,Management,0,3,579-555-0195,22/01/2013,1-2 Miles
11083,336,AW00011083,NULL,"Cox, Alyssa F",Alyssa,F,Cox,11/03/1977,M,NULL,F,alyssa37@adventure-works.com,130000,0,1,Graduate Degree,Management,1,3,561-555-0140,06/01/2013,1-2 Miles
11084,543,AW00011084,NULL,"Phillips, Lucas",Lucas,NULL,Phillips,12/03/1963,S,NULL,M,lucas7@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,863-555-0172,04/01/2013,1-2 Miles
11085,345,AW00011085,NULL,"Johnson, Emily",Emily,NULL,Johnson,16/01/1963,S,NULL,F,emily1@adventure-works.com,60000,2,0,High School,Professional,0,2,850-555-0184,06/12/2013,5-10 Miles
11086,369,AW00011086,NULL,"Brown, Ryan",Ryan,NULL,Brown,22/06/1963,M,NULL,M,ryan43@adventure-works.com,70000,2,1,Partial College,Professional,1,0,539-555-0198,02/07/2013,0-1 Miles
11087,307,AW00011087,NULL,"Liang, Tamara L",Tamara,L,Liang,02/04/1963,M,NULL,F,tamara6@adventure-works.com,70000,3,2,Partial College,Professional,0,0,178-555-0152,25/02/2013,0-1 Miles
11088,359,AW00011088,NULL,"Davis, Hunter",Hunter,NULL,Davis,25/05/1963,M,NULL,M,hunter64@adventure-works.com,80000,2,1,Bachelors,Management,1,0,612-555-0141,13/01/2013,2-5 Miles
11089,337,AW00011089,NULL,"Price, Abigail M",Abigail,M,Price,05/08/1962,S,NULL,F,abigail25@adventure-works.com,80000,2,1,Bachelors,Management,1,1,532-555-0117,29/12/2012,2-5 Miles
11090,338,AW00011090,NULL,"Bryant, Trevor",Trevor,NULL,Bryant,13/12/1968,S,NULL,M,trevor18@adventure-works.com,90000,2,0,Partial College,Professional,1,1,853-555-0174,07/08/2011,2-5 Miles
11091,50,AW00011091,NULL,"Perez, Dalton",Dalton,NULL,Perez,02/10/1962,M,NULL,M,dalton37@adventure-works.com,90000,2,0,Partial College,Professional,1,1,559-555-0115,29/01/2013,5-10 Miles
11092,22,AW00011092,NULL,"Diaz, Cheryl A",Cheryl,A,Diaz,02/11/1972,M,NULL,F,cheryl4@adventure-works.com,90000,2,2,Bachelors,Professional,1,0,1 (11) 500 555-0192,08/04/2011,1-2 Miles
11093,19,AW00011093,NULL,"He, Aimee A",Aimee,A,He,06/09/1978,M,NULL,F,aimee13@adventure-works.com,100000,0,0,Graduate Degree,Management,1,0,1 (11) 500 555-0161,07/04/2011,0-1 Miles
11094,33,AW00011094,NULL,"Ma, Cedric W",Cedric,W,Ma,29/09/1967,S,NULL,M,cedric15@adventure-works.com,70000,1,0,Partial College,Skilled Manual,0,1,1 (11) 500 555-0115,07/04/2013,0-1 Miles
11095,13,AW00011095,NULL,"Kumar, Chad",Chad,NULL,Kumar,29/02/1968,S,NULL,M,chad9@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0151,01/04/2011,5-10 Miles
11096,12,AW00011096,NULL,"Anand, Andrés",Andrés,NULL,Anand,07/02/1968,M,NULL,M,andrés18@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,1 (11) 500 555-0184,11/04/2011,5-10 Miles
11097,40,AW00011097,NULL,"Nara, Edwin R",Edwin,R,Nara,23/10/1972,M,NULL,M,edwin39@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0112,04/04/2011,5-10 Miles
11098,14,AW00011098,NULL,"Rubio, Mallory S",Mallory,S,Rubio,29/10/1966,S,NULL,F,mallory7@adventure-works.com,60000,1,0,Partial College,Skilled Manual,0,1,1 (11) 500 555-0157,11/02/2013,0-1 Miles
11099,13,AW00011099,NULL,"Ross, Adam",Adam,NULL,Ross,05/09/1966,M,NULL,M,adam2@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,1 (11) 500 555-0186,07/04/2011,0-1 Miles
11100,28,AW00011100,NULL,"Navarro, Latasha L",Latasha,L,Navarro,15/03/1966,S,NULL,F,latasha10@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0123,16/04/2011,5-10 Miles
11101,33,AW00011101,NULL,"Sai, Abby L",Abby,L,Sai,05/11/1970,S,NULL,F,abby4@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1 (11) 500 555-0174,29/04/2011,0-1 Miles
11102,18,AW00011102,NULL,"Nelson, Julia L",Julia,L,Nelson,19/10/1970,S,NULL,F,julia7@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,1 (11) 500 555-0124,16/07/2013,1-2 Miles
11103,3,AW00011103,NULL,"Chande, Cassie",Cassie,NULL,Chande,12/04/1981,S,NULL,F,cassie13@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,1 (11) 500 555-0166,15/04/2011,5-10 Miles
11104,23,AW00011104,NULL,"Sara, Edgar A",Edgar,A,Sara,08/03/1975,M,NULL,M,edgar11@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1 (11) 500 555-0125,04/05/2011,0-1 Miles
11105,8,AW00011105,NULL,"Fernandez, Candace",Candace,NULL,Fernandez,27/06/1970,S,NULL,F,candace15@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1 (11) 500 555-0162,14/05/2011,5-10 Miles
11106,40,AW00011106,NULL,"Liu, Jessie",Jessie,NULL,Liu,11/03/1970,S,NULL,M,jessie9@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1 (11) 500 555-0163,18/05/2011,5-10 Miles
11107,17,AW00011107,NULL,"Lin, Bianca",Bianca,NULL,Lin,04/03/1976,M,NULL,F,bianca7@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,1 (11) 500 555-0121,01/05/2011,5-10 Miles
11108,13,AW00011108,NULL,"Alvarez, Kari C",Kari,C,Alvarez,10/01/1969,S,NULL,F,kari25@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1 (11) 500 555-0169,03/05/2011,0-1 Miles
11109,38,AW00011109,NULL,"Kapoor, Ruben D",Ruben,D,Kapoor,30/04/1980,S,NULL,M,ruben1@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1 (11) 500 555-0132,10/05/2011,0-1 Miles
11110,3,AW00011110,NULL,"Yang, Curtis",Curtis,NULL,Yang,04/12/1967,M,NULL,M,curtis5@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0127,01/05/2011,5-10 Miles
11111,34,AW00011111,NULL,"Gutierrez, Meredith T",Meredith,T,Gutierrez,23/08/1967,M,NULL,F,meredith34@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0179,20/05/2011,0-1 Miles
11112,25,AW00011112,NULL,"Wang, Crystal C",Crystal,C,Wang,08/03/1968,M,NULL,F,crystal3@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1 (11) 500 555-0134,25/05/2011,0-1 Miles
11113,30,AW00011113,NULL,"Blanco, Micheal A",Micheal,A,Blanco,17/02/1973,M,NULL,M,micheal11@adventure-works.com,70000,5,4,Bachelors,Professional,1,2,1 (11) 500 555-0131,01/02/2013,5-10 Miles
11114,14,AW00011114,NULL,"Moreno, Leslie C",Leslie,C,Moreno,25/11/1967,S,NULL,F,leslie7@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,1 (11) 500 555-0115,18/03/2013,5-10 Miles
11115,17,AW00011115,NULL,"Cai, Alvin D",Alvin,D,Cai,12/08/1967,M,NULL,M,alvin20@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,1 (11) 500 555-0191,10/02/2013,0-1 Miles
11116,18,AW00011116,NULL,"Carlson, Clinton E",Clinton,E,Carlson,02/04/1979,M,NULL,M,clinton14@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,1 (11) 500 555-0184,15/03/2013,5-10 Miles
11117,8,AW00011117,NULL,"Deng, April",April,NULL,Deng,21/08/1966,M,NULL,F,april1@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,1 (11) 500 555-0182,06/05/2011,10+ Miles
11118,6,AW00011118,NULL,"Zeng, Alvin M",Alvin,M,Zeng,31/12/1962,S,NULL,M,alvin21@adventure-works.com,80000,1,0,Partial College,Skilled Manual,0,1,1 (11) 500 555-0174,10/07/2013,0-1 Miles
11119,13,AW00011119,NULL,"James, Evan V",Evan,V,James,07/10/1940,S,NULL,M,evan8@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,1 (11) 500 555-0187,03/02/2013,0-1 Miles
11120,18,AW00011120,NULL,"Jiménez, Beth H",Beth,H,Jiménez,06/02/1942,S,NULL,F,beth8@adventure-works.com,40000,2,0,Bachelors,Management,1,1,1 (11) 500 555-0164,14/05/2011,5-10 Miles
11121,10,AW00011121,NULL,"Suarez, Orlando",Orlando,NULL,Suarez,18/05/1966,M,NULL,M,orlando19@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,1 (11) 500 555-0198,24/06/2013,10+ Miles
